T X Y S0 S1 S2 S3 
0 10826.993 6441.633 3 12 29 56 
1 10826.993 6441.633 5 18 24 55 
2 10826.993 6441.633 3 8 24 50 
3 10826.993 6441.633 5 16 22 50 
4 10826.993 6441.633 3 10 24 56 
5 10826.993 6441.633 5 11 24 47 
6 10826.993 6441.633 3 15 23 58 
7 10826.993 6441.633 3 15 22 55 
8 10826.993 6441.633 3 14 21 51 
9 10826.993 6441.633 4 12 28 59 
10 10826.993 6441.633 4 11 28 59 
11 10826.993 6441.633 3 9 29 46 
12 10826.993 6441.633 4 11 24 54 
13 10826.993 6441.633 4 18 24 47 
14 10826.993 6441.633 5 13 27 40 
15 10826.993 6441.633 3 18 23 42 
16 10826.993 6441.633 5 15 27 42 
17 10826.993 6441.633 5 16 20 41 
18 10826.993 6441.633 5 13 23 42 
19 10826.993 6441.633 3 16 26 56 
20 10826.993 6441.633 4 9 29 49 
21 10826.993 6441.633 4 17 28 59 
22 10826.993 6441.633 4 18 21 58 
23 10826.993 6441.633 5 17 23 58 
24 10826.993 6441.633 3 14 20 51 
25 10826.993 6441.633 5 14 27 45 
26 10826.993 6441.633 4 13 29 42 
27 10826.993 6441.633 3 15 24 45 
28 10826.993 6441.633 3 17 20 52 
29 10826.993 6441.633 4 11 26 42 
30 10826.993 6441.633 3 11 25 58 
31 10826.993 6441.633 3 11 21 56 
32 10826.993 6441.633 5 19 29 45 
33 10826.993 6441.633 4 11 21 44 
34 10826.993 6441.633 5 10 25 42 
35 10826.993 6441.633 4 9 26 42 
36 10826.993 6441.633 3 13 29 50 
37 10826.993 6441.633 4 8 28 44 
38 10826.993 6441.633 5 12 28 55 
39 10826.993 6441.633 3 16 20 46 
40 10826.993 6441.633 4 18 21 57 
41 10826.993 6441.633 5 17 23 45 
42 10826.993 6441.633 4 8 28 52 
43 10826.993 6441.633 5 10 23 45 
44 10826.993 6441.633 4 9 22 59 
45 10826.993 6441.633 5 10 27 53 
46 10826.993 6441.633 4 14 22 59 
47 10826.993 6441.633 4 11 22 44 
48 10826.993 6441.633 5 8 23 50 
49 10826.993 6441.633 5 17 21 51 
50 10826.993 6441.633 5 10 29 57 
51 10826.993 6441.633 3 11 27 59 
52 10826.993 6441.633 4 15 20 42 
53 10826.993 6441.633 3 10 24 44 
54 10826.993 6441.633 5 17 26 47 
55 10826.993 6441.633 4 11 24 56 
56 10826.993 6441.633 5 18 24 52 
57 10826.993 6441.633 4 17 28 51 
58 10826.993 6441.633 5 8 20 54 
59 10826.993 6441.633 5 10 21 45 
