T X Y S0 S1 S2 S3 
7 9670.254 7692.232 4 9 24 55 
8 9670.254 7692.232 5 12 29 56 
9 9670.254 7692.232 4 14 20 44 
10 9670.254 7692.232 5 14 28 44 
11 9670.254 7692.232 3 13 28 56 
12 9670.254 7692.232 4 19 22 55 
13 9689.413 7672.895 5 11 27 45 
14 9721.494 7636.779 5 13 25 53 
15 9726.791 7631.097 5 19 29 45 
16 9732.185 7624.658 4 14 25 41 
17 9792.814 7555.139 4 9 22 44 
18 9833.51 7508.437 4 15 25 51 
19 9844.209 7496.428 3 12 26 51 
20 9896.744 7437.829 3 14 21 47 
21 9933.317 7396.242 4 9 22 41 
22 9960.506 7365.997 4 11 22 51 
23 10012.254 7306.73 4 19 23 54 
24 10032.339 7284.491 5 18 28 54 
25 10103.996 7204.875 5 17 20 48 
26 10166.272 7133.043 4 18 26 57 
27 10275.643 7015.177 3 9 22 59 
28 10385.001 6896.443 4 13 21 51 
29 10421.209 6857.135 5 15 27 58 
30 10426.875 6850.986 4 16 24 59 
31 10429.656 6847.973 4 10 23 51 
32 10437.357 6839.611 4 13 29 56 
33 10442.129 6834.429 5 9 27 51 
34 10559.219 6707.5 3 13 22 44 
35 10815.885 6429.179 4 18 29 48 
36 10909.573 6327.325 4 12 28 56 
37 10932.908 6302.417 3 11 26 50 
38 11008.44 6219.799 3 13 27 55 
39 11031.161 6195.448 3 13 23 51 
40 11253.293 5954.044 3 18 24 54 
41 11260.96 5946.16 5 11 20 52 
42 11270.997 5935.552 3 9 20 45 
43 11326.111 5875.762 5 19 25 58 
44 11363.747 5836.066 5 19 28 47 
45 11368.134 5831.396 4 17 20 53 
46 11395.947 5800.728 5 19 29 43 
47 11475.526 5712.973 5 18 28 42 
48 11505.271 5679.17 4 18 29 52 
49 11660.137 5507.818 5 15 28 50 
50 11678.564 5487.136 3 17 26 45 
51 11701.908 5458.003 3 18 28 49 
52 11729.988 5426.09 4 10 28 52 
53 11701.908 5458.003 3 9 27 46 
54 11678.564 5487.136 3 16 22 55 
55 11660.137 5507.818 5 10 24 55 
56 11505.271 5679.17 4 14 23 40 
57 11475.526 5712.973 5 12 24 51 
58 11395.947 5800.728 4 15 28 47 
59 11395.947 5800.728 4 15 23 51 
