T X Y S0 S1 S2 S3 
0 5553.309 7197.759 5 15 23 50 
1 5553.309 7197.759 3 12 29 41 
2 5553.309 7197.759 3 8 22 58 
3 5553.309 7197.759 4 14 25 51 
4 5553.309 7197.759 5 10 22 48 
5 5553.309 7197.759 3 14 27 43 
6 5553.309 7197.759 3 17 27 49 
7 5553.309 7197.759 4 17 21 55 
8 5553.309 7197.759 4 8 28 42 
9 5553.309 7197.759 5 13 25 43 
10 5553.309 7197.759 5 9 23 53 
11 5553.309 7197.759 4 15 21 46 
12 5553.309 7197.759 3 13 27 54 
13 5553.309 7197.759 3 11 28 59 
14 5553.309 7197.759 3 14 20 40 
15 5553.309 7197.759 4 18 24 53 
16 5553.309 7197.759 4 13 20 58 
17 5553.309 7197.759 5 12 29 44 
18 5553.309 7197.759 5 11 24 52 
19 5553.309 7197.759 3 8 29 56 
20 5553.309 7197.759 4 8 22 57 
21 5553.309 7197.759 5 11 24 42 
22 5553.309 7197.759 3 17 22 40 
23 5553.309 7197.759 4 11 27 43 
24 5553.309 7197.759 3 18 20 47 
25 5553.309 7197.759 3 15 23 51 
26 5553.309 7197.759 3 8 20 49 
27 5553.309 7197.759 4 15 27 45 
28 5553.309 7197.759 3 11 22 55 
29 5553.309 7197.759 4 10 20 53 
30 5553.309 7197.759 4 11 25 45 
31 5553.309 7197.759 5 16 23 57 
32 5553.309 7197.759 3 14 28 42 
33 5553.309 7197.759 3 19 22 47 
34 5553.309 7197.759 3 9 25 45 
35 5553.309 7197.759 5 10 23 41 
36 5553.309 7197.759 4 19 28 59 
37 5553.309 7197.759 3 17 21 43 
38 5553.309 7197.759 4 11 27 57 
39 5553.309 7197.759 5 17 28 44 
40 5553.309 7197.759 5 14 25 50 
41 5553.309 7197.759 5 9 25 46 
42 5553.309 7197.759 3 12 22 46 
43 5553.309 7197.759 3 12 25 51 
44 5553.309 7197.759 5 10 28 57 
45 5553.309 7197.759 5 11 21 41 
46 5553.309 7197.759 4 15 28 50 
47 5553.309 7197.759 3 9 21 40 
48 5553.309 7197.759 3 14 29 55 
49 5553.309 7197.759 3 10 20 57 
50 5553.309 7197.759 5 9 28 41 
51 5553.309 7197.759 5 13 27 58 
52 5553.309 7197.759 5 9 29 43 
53 5553.309 7197.759 5 16 22 57 
54 5553.309 7197.759 5 13 28 42 
55 5553.309 7197.759 5 16 28 55 
56 5553.309 7197.759 5 14 29 55 
57 5553.309 7197.759 5 15 24 46 
58 5553.309 7197.759 4 13 22 45 
59 5553.309 7197.759 3 14 27 58 
