T X Y S0 S1 S2 S3 
10 6600.879 8022.914 3 11 21 56 
11 6667.168 8075.865 4 9 28 54 
12 6708.862 8109.179 3 15 24 40 
13 6714.306 8113.527 3 16 22 47 
14 6775.316 8162.264 5 13 29 40 
15 6816.537 8195.177 4 10 24 52 
16 6845.924 8220.118 5 13 29 40 
17 6858.369 8230.648 4 10 20 46 
18 6868.512 8238.855 4 9 27 47 
19 6889.962 8256.223 5 13 21 50 
20 6911.605 8273.503 3 10 28 45 
21 6935.007 8292.184 3 9 27 58 
22 6942.472 8298.144 5 18 25 50 
23 6973.681 8322.651 3 14 26 58 
24 7011.435 8352.296 3 12 24 55 
25 7021.587 8360.524 5 17 25 48 
26 7035.937 8374.424 5 15 25 56 
27 7044.25 8381.762 4 11 29 41 
28 7049.727 8388.656 3 18 20 49 
29 7053.786 8393.771 3 14 28 51 
30 7057.109 8398.442 5 14 20 55 
31 7062.97 8406.448 5 19 26 40 
32 7074.776 8425.128 5 13 26 43 
33 7085.097 8440.251 5 16 21 51 
34 7098.381 8461.144 5 13 24 41 
35 7105.037 8471.608 3 8 20 49 
36 7121.481 8493.736 4 16 26 49 
37 7135.568 8507.635 4 15 26 53 
38 7147.19 8516.608 5 10 22 40 
39 7171.274 8535.211 3 8 29 57 
40 7189.653 8548.221 3 13 20 45 
41 7397.964 8671.648 4 11 28 56 
42 7413.938 8680.977 5 9 21 46 
43 7428.922 8689.717 5 12 24 42 
44 7468.334 8712.723 3 12 29 45 
45 7480.062 8719.573 4 11 20 47 
46 7499.489 8734.684 4 19 22 52 
47 7510.331 8743.113 4 15 28 46 
48 7540.53 8766.608 4 15 20 59 
49 7543.164 8768.854 5 14 23 47 
50 7552.693 8776.949 5 18 28 45 
51 7543.164 8768.854 4 15 20 59 
52 7540.53 8766.608 4 12 29 43 
53 7510.331 8743.113 3 11 22 49 
54 7499.489 8734.684 4 19 28 41 
55 7480.062 8719.573 5 15 28 44 
56 7468.334 8712.723 5 19 22 51 
57 7428.922 8689.717 4 14 28 51 
58 7413.938 8680.977 3 18 24 44 
59 7413.938 8680.977 3 19 27 45 
