T X Y S0 S1 S2 S3 
0 4334.009 6201.341 5 9 22 53 
1 4334.009 6201.341 4 14 21 45 
2 4334.009 6201.341 4 13 23 58 
3 4334.009 6201.341 5 15 23 52 
4 4334.009 6201.341 3 11 27 42 
5 4334.009 6201.341 4 9 29 53 
6 4334.009 6201.341 5 10 26 43 
7 4334.009 6201.341 3 15 28 47 
8 4334.009 6201.341 5 14 22 43 
9 4334.009 6201.341 3 8 21 41 
10 4334.009 6201.341 5 10 23 58 
11 4334.009 6201.341 3 10 24 53 
12 4334.009 6201.341 3 8 21 44 
13 4334.009 6201.341 5 8 23 45 
14 4334.009 6201.341 3 13 29 50 
15 4334.009 6201.341 3 9 27 40 
16 4334.009 6201.341 3 12 20 52 
17 4334.009 6201.341 3 18 28 49 
18 4334.009 6201.341 5 8 28 51 
19 4334.009 6201.341 3 18 28 58 
20 4334.009 6201.341 3 16 25 52 
21 4334.009 6201.341 4 15 25 51 
22 4334.009 6201.341 3 18 28 58 
23 4334.009 6201.341 4 13 20 49 
24 4334.009 6201.341 3 8 25 43 
25 4334.009 6201.341 5 13 27 47 
26 4334.009 6201.341 5 14 22 55 
27 4334.009 6201.341 5 8 29 49 
28 4334.009 6201.341 5 11 25 57 
29 4334.009 6201.341 3 9 21 53 
30 4334.009 6201.341 5 13 28 59 
31 4334.009 6201.341 4 11 24 52 
32 4334.009 6201.341 3 15 20 40 
33 4334.009 6201.341 3 8 25 44 
34 4334.009 6201.341 5 9 25 41 
35 4334.009 6201.341 4 9 24 51 
36 4334.009 6201.341 3 11 27 54 
37 4334.009 6201.341 3 9 29 57 
38 4334.009 6201.341 4 13 29 47 
39 4334.009 6201.341 4 13 25 40 
40 4334.009 6201.341 4 14 29 56 
41 4334.009 6201.341 3 11 25 53 
42 4334.009 6201.341 5 16 24 58 
43 4334.009 6201.341 3 19 20 43 
44 4334.009 6201.341 4 9 22 50 
45 4334.009 6201.341 5 19 25 53 
46 4334.009 6201.341 4 13 26 49 
47 4334.009 6201.341 5 17 22 54 
48 4334.009 6201.341 5 16 28 41 
49 4334.009 6201.341 4 15 23 41 
50 4334.009 6201.341 4 9 27 47 
51 4334.009 6201.341 5 11 26 53 
52 4334.009 6201.341 4 12 27 56 
53 4334.009 6201.341 3 16 21 49 
54 4334.009 6201.341 5 19 26 55 
55 4334.009 6201.341 5 17 27 48 
56 4334.009 6201.341 5 16 27 59 
57 4334.009 6201.341 3 17 28 41 
58 4334.009 6201.341 5 15 23 54 
59 4334.009 6201.341 4 9 21 58 
