T X Y S0 S1 S2 S3 
0 9657.375 7703.351 3 10 25 54 
1 9670.254 7692.232 5 9 27 50 
2 9670.254 7692.232 5 9 28 57 
3 9670.254 7692.232 4 18 25 40 
4 9689.413 7672.895 4 18 21 42 
5 9721.494 7636.779 5 16 28 47 
6 9726.791 7631.097 3 17 28 40 
7 9732.185 7624.658 5 17 23 42 
8 9792.814 7555.139 4 8 26 53 
9 9833.51 7508.437 4 11 26 44 
10 9844.209 7496.428 5 19 24 46 
11 9896.744 7437.829 5 16 28 52 
12 9933.317 7396.242 5 12 29 58 
13 9960.506 7365.997 3 15 20 46 
14 10012.254 7306.73 4 9 22 41 
15 10032.339 7284.491 3 11 21 57 
16 10103.996 7204.875 3 10 27 57 
17 10166.272 7133.043 3 14 23 53 
18 10275.643 7015.177 4 19 29 53 
19 10385.001 6896.443 4 13 27 47 
20 10421.209 6857.135 5 8 23 45 
21 10426.875 6850.986 4 19 23 48 
22 10429.656 6847.973 3 9 23 41 
23 10437.357 6839.611 4 8 28 58 
24 10442.129 6834.429 3 18 22 48 
25 10559.219 6707.5 5 15 26 52 
26 10815.885 6429.179 5 8 27 50 
27 10909.573 6327.325 4 12 20 56 
28 10932.908 6302.417 3 10 26 44 
29 11008.44 6219.799 5 16 24 57 
30 11031.161 6195.448 5 9 22 41 
31 11253.293 5954.044 5 14 21 40 
32 11260.96 5946.16 5 12 25 43 
33 11270.997 5935.552 4 14 21 42 
34 11326.111 5875.762 4 13 22 57 
35 11363.747 5836.066 4 18 20 47 
36 11368.134 5831.396 3 15 28 58 
37 11395.947 5800.728 3 16 22 41 
38 11475.526 5712.973 4 14 26 57 
39 11505.271 5679.17 4 17 26 50 
40 11660.137 5507.818 3 15 24 56 
41 11678.564 5487.136 5 15 20 54 
42 11701.908 5458.003 5 19 27 54 
43 11729.988 5426.09 3 13 28 43 
44 11701.908 5458.003 5 12 27 56 
45 11678.564 5487.136 3 18 27 49 
46 11660.137 5507.818 3 16 27 52 
47 11505.271 5679.17 5 8 27 57 
48 11475.526 5712.973 4 11 24 45 
49 11395.947 5800.728 3 17 23 54 
50 11368.134 5831.396 5 14 24 55 
51 11363.747 5836.066 3 12 26 49 
52 11326.111 5875.762 4 13 20 56 
53 11270.997 5935.552 4 16 20 56 
54 11260.96 5946.16 5 10 21 56 
55 11253.293 5954.044 5 13 27 57 
56 11031.161 6195.448 3 17 22 47 
57 11008.44 6219.799 5 13 20 53 
58 10932.908 6302.417 3 9 22 53 
59 10932.908 6302.417 4 13 22 58 
