T X Y S0 S1 S2 S3 
9 8862.373 7890.381 5 12 22 46 
10 8861.609 7891.949 5 14 29 40 
11 8822.168 7992.102 5 13 23 40 
12 8818.385 8000.664 3 8 29 41 
13 8815.758 8008.036 3 12 24 51 
14 8803.29 8045.731 3 14 29 49 
15 8775.325 8144.539 4 9 29 54 
16 8773.048 8152.034 4 17 22 46 
17 8768.477 8167.879 4 12 27 41 
18 8757.77 8204.951 5 15 22 41 
19 8747.978 8238.866 4 13 22 50 
20 8734.142 8286.791 5 8 21 43 
21 8732.788 8291.472 4 13 24 51 
22 8731.61 8295.786 4 15 25 49 
23 8719.697 8339.453 4 17 23 46 
24 8715.556 8354.631 4 11 20 56 
25 8714.44 8358.512 5 14 20 51 
26 8708.612 8378.76 4 18 22 48 
27 8703.688 8396.774 3 14 20 52 
28 8701.842 8403.368 5 19 20 59 
29 8701.394 8405.002 4 8 21 42 
30 8695.635 8426.229 5 16 28 51 
31 8691.591 8441.007 3 16 26 48 
32 8687.731 8455.129 5 16 20 46 
33 8682.14 8475.566 4 14 28 51 
34 8677.744 8491.667 5 16 29 49 
35 8675.379 8500.296 4 17 21 44 
36 8672.658 8506.412 3 15 25 45 
37 8666.964 8515.519 3 19 26 40 
38 8663.008 8521.868 3 15 26 52 
39 8666.964 8515.519 3 15 29 58 
40 8672.658 8506.412 5 16 25 55 
41 8675.379 8500.296 4 17 26 54 
42 8677.744 8491.667 4 12 22 57 
43 8682.14 8475.566 4 11 27 45 
44 8687.731 8455.129 4 14 24 55 
45 8691.591 8441.007 3 14 22 42 
46 8695.635 8426.229 5 12 23 45 
47 8701.394 8405.002 5 14 23 46 
48 8701.842 8403.368 3 12 20 48 
49 8703.688 8396.774 5 9 24 48 
50 8708.612 8378.76 4 15 29 54 
51 8714.44 8358.512 3 13 20 44 
52 8715.556 8354.631 4 15 24 56 
53 8719.697 8339.453 3 14 21 48 
54 8731.61 8295.786 3 9 29 57 
55 8732.788 8291.472 4 14 27 55 
56 8734.142 8286.791 4 14 23 40 
57 8747.978 8238.866 3 16 26 54 
58 8757.77 8204.951 5 16 28 59 
59 8757.77 8204.951 5 15 24 44 
