T X Y S0 S1 S2 S3 
5 6600.879 8022.914 5 15 20 46 
6 6667.168 8075.865 5 12 29 58 
7 6708.862 8109.179 4 10 23 41 
8 6714.306 8113.527 3 17 25 41 
9 6775.316 8162.264 3 18 20 57 
10 6816.537 8195.177 5 12 27 48 
11 6845.924 8220.118 3 18 21 40 
12 6858.369 8230.648 5 10 27 46 
13 6868.512 8238.855 5 13 20 53 
14 6889.962 8256.223 5 15 29 49 
15 6911.605 8273.503 4 17 21 41 
16 6935.007 8292.184 4 11 27 59 
17 6942.472 8298.144 3 18 22 50 
18 6973.681 8322.651 3 16 24 41 
19 7011.435 8352.296 5 10 22 45 
20 7021.587 8360.524 5 14 29 44 
21 7035.937 8374.424 3 8 21 54 
22 7044.25 8381.762 3 10 28 47 
23 7049.727 8388.656 5 12 20 46 
24 7053.786 8393.771 4 11 25 50 
25 7057.109 8398.442 4 14 20 44 
26 7062.97 8406.448 3 11 26 56 
27 7074.776 8425.128 5 18 26 50 
28 7085.097 8440.251 4 9 26 59 
29 7098.381 8461.144 5 18 20 48 
30 7105.037 8471.608 3 12 27 52 
31 7121.481 8493.736 4 12 28 56 
32 7135.568 8507.635 5 12 24 59 
33 7147.19 8516.608 5 18 21 45 
34 7171.274 8535.211 3 11 26 41 
35 7189.653 8548.221 3 15 20 41 
36 7397.964 8671.648 4 13 25 58 
37 7413.938 8680.977 3 16 26 44 
38 7428.922 8689.717 4 19 20 58 
39 7468.334 8712.723 5 10 22 44 
40 7480.062 8719.573 4 11 23 49 
41 7499.489 8734.684 3 16 29 47 
42 7510.331 8743.113 3 10 25 51 
43 7540.53 8766.608 4 15 22 48 
44 7543.164 8768.854 3 10 28 53 
45 7552.693 8776.949 4 8 28 50 
46 7543.164 8768.854 4 18 20 43 
47 7540.53 8766.608 3 16 24 54 
48 7510.331 8743.113 4 18 29 52 
49 7499.489 8734.684 3 13 22 52 
50 7480.062 8719.573 3 13 20 43 
51 7468.334 8712.723 3 12 23 44 
52 7428.922 8689.717 5 17 24 53 
53 7413.938 8680.977 4 11 27 43 
54 7397.964 8671.648 3 14 21 47 
55 7189.653 8548.221 4 12 27 46 
56 7171.274 8535.211 4 18 24 56 
57 7147.19 8516.608 3 9 27 48 
58 7135.568 8507.635 5 16 24 52 
59 7135.568 8507.635 4 15 25 56 
