T X Y S0 S1 S2 S3 
6 4048.982 5917.549 5 13 26 46 
7 4048.982 5917.549 5 13 26 53 
8 4048.982 5917.549 3 15 25 45 
9 4048.982 5917.549 5 18 21 54 
10 4048.982 5917.549 4 18 24 56 
11 4111.928 5978.406 5 17 22 51 
12 4199.441 6063.015 5 14 21 56 
13 4287.169 6153.194 3 19 24 49 
14 4320.543 6187.497 3 12 27 42 
15 4334.009 6201.341 3 14 26 41 
16 4370.272 6237.713 5 16 22 50 
17 4443.972 6311.646 3 12 28 49 
18 4580.284 6447.527 3 10 29 44 
19 4617.754 6484.777 4 19 24 56 
20 4656.361 6523.584 4 11 21 55 
21 4678.948 6545.489 4 8 21 45 
22 4722.609 6583.918 3 8 25 59 
23 4814.431 6647.344 3 18 21 43 
24 4839.088 6663.912 5 12 29 48 
25 4880.372 6691.322 5 14 22 48 
26 4887.744 6696.214 3 8 27 48 
27 4890.388 6697.971 4 16 24 42 
28 4920.543 6717.997 4 13 25 52 
29 5002.339 6772.316 3 14 24 47 
30 5022.958 6786.004 3 19 21 40 
31 5068.838 6815.137 5 13 29 49 
32 5075.318 6819.251 3 9 27 50 
33 5078.61 6821.509 3 16 25 52 
34 5089.501 6828.97 3 13 26 46 
35 5116.555 6847.495 3 14 21 47 
36 5127.439 6854.456 3 10 22 47 
37 5136.807 6860.449 3 9 23 48 
38 5146.009 6866.442 3 18 23 58 
39 5155.456 6872.781 5 13 20 53 
40 5157.882 6874.404 5 12 28 56 
41 5186.774 6894.753 3 19 28 49 
42 5218.046 6918.382 5 9 26 52 
43 5221.355 6920.883 3 18 29 41 
44 5241.036 6935.683 4 16 26 42 
45 5276.948 6962.693 3 13 26 48 
46 5288.916 6971.7 4 9 20 49 
47 5304.963 6983.764 5 8 26 46 
48 5318.559 6993.994 4 8 26 53 
49 5349.087 7016.956 3 15 25 44 
50 5360.344 7027.075 4 8 23 41 
51 5402.747 7065.214 5 19 20 45 
52 5411.763 7073.332 5 19 27 50 
53 5422.399 7082.661 5 11 24 43 
54 5483.474 7136.279 4 17 29 48 
55 5495.624 7146.943 4 12 28 44 
56 5508.64 7158.407 5 17 23 41 
57 5531.539 7178.578 3 13 25 42 
58 5553.309 7197.759 3 9 23 53 
59 5553.309 7197.759 3 19 28 49 
