T X Y S0 S1 S2 S3 
10 11668.623 5516.047 5 18 22 47 
11 11496.559 5706.968 3 15 28 59 
12 11484.713 5720.645 4 18 21 44 
13 11404.888 5808.856 5 12 24 54 
14 11399.694 5814.605 3 16 22 52 
15 11371.706 5845.406 3 15 26 56 
16 11345.482 5873.561 5 16 28 44 
17 11339.596 5879.877 4 13 20 43 
18 11280.723 5945.982 5 13 29 42 
19 11271.792 5956.123 3 16 20 47 
20 11224.658 6010.086 4 17 23 41 
21 11044.111 6206.456 3 8 29 58 
22 10944.893 6313.982 3 19 22 45 
23 10870.766 6394.264 5 19 22 42 
24 10826.993 6441.633 5 9 22 46 
25 10826.993 6441.633 3 15 23 58 
26 10826.993 6441.633 4 14 23 51 
27 10826.993 6441.633 5 19 23 52 
28 10826.993 6441.633 5 15 21 46 
29 10826.993 6441.633 3 9 20 47 
30 10572.518 6718.953 3 17 27 54 
31 10504.617 6792.854 3 8 22 59 
32 10499.363 6798.569 5 15 21 49 
33 10489.013 6809.911 5 19 22 47 
34 10455.672 6847.117 3 17 26 57 
35 10450.68 6852.688 4 11 29 59 
36 10448.812 6854.734 4 17 23 55 
37 10440.944 6863.362 3 10 26 46 
38 10435.392 6869.356 5 17 24 43 
39 10288.766 7027.742 4 13 24 58 
40 10187.638 7137.825 4 15 24 47 
41 10117.119 7216.773 4 9 29 50 
42 10046.074 7297.167 4 19 28 47 
43 10034.497 7309.843 3 18 27 54 
44 10024.937 7320.296 5 19 21 49 
45 9974.33 7377.672 5 18 21 44 
46 9943.018 7413.477 5 10 24 41 
47 9910.654 7450.394 4 16 29 59 
48 9858.383 7509.105 4 8 20 50 
49 9839.527 7530.12 5 8 21 42 
50 9806.639 7566.815 5 16 22 43 
51 9745.515 7631.864 4 13 26 40 
52 9743.533 7633.976 4 9 26 58 
53 9742.007 7635.611 3 17 20 49 
54 9738.57 7639.236 4 8 27 59 
55 9733.386 7645.229 4 13 24 40 
56 9731.949 7646.119 4 10 24 42 
57 9721.487 7656.994 3 18 26 45 
58 9716.157 7661.864 3 8 21 51 
59 9716.157 7661.864 4 15 26 53 
