T X Y S0 S1 S2 S3 
1 4048.982 5917.549 3 18 22 52 
2 4048.982 5917.549 5 12 26 59 
3 4111.928 5978.406 5 8 28 54 
4 4199.441 6063.015 5 13 27 53 
5 4287.169 6153.194 3 12 20 59 
6 4320.543 6187.497 4 8 21 55 
7 4334.009 6201.341 3 17 29 57 
8 4370.272 6237.713 5 15 20 59 
9 4443.972 6311.646 4 18 24 55 
10 4580.284 6447.527 4 13 22 43 
11 4617.754 6484.777 3 16 25 57 
12 4656.361 6523.584 5 19 24 57 
13 4678.948 6545.489 5 19 29 45 
14 4722.609 6583.918 4 8 23 52 
15 4814.431 6647.344 3 11 25 55 
16 4839.088 6663.912 5 11 20 47 
17 4880.372 6691.322 3 14 29 41 
18 4887.744 6696.214 4 12 25 54 
19 4890.388 6697.971 5 14 26 48 
20 4920.543 6717.997 4 14 24 58 
21 5002.339 6772.316 4 12 27 54 
22 5022.958 6786.004 3 13 21 46 
23 5068.838 6815.137 3 10 26 56 
24 5075.318 6819.251 4 17 24 40 
25 5078.61 6821.509 3 15 29 54 
26 5089.501 6828.97 5 8 22 40 
27 5116.555 6847.495 5 17 22 48 
28 5127.439 6854.456 5 11 21 54 
29 5136.807 6860.449 5 10 26 44 
30 5146.009 6866.442 5 9 29 56 
31 5155.456 6872.781 4 17 24 47 
32 5157.882 6874.404 4 17 24 46 
33 5186.774 6894.753 3 14 23 45 
34 5218.046 6918.382 4 19 26 54 
35 5221.355 6920.883 5 13 27 48 
36 5241.036 6935.683 4 19 21 53 
37 5276.948 6962.693 3 18 29 48 
38 5288.916 6971.7 3 8 25 45 
39 5304.963 6983.764 5 18 23 46 
40 5318.559 6993.994 5 12 21 53 
41 5349.087 7016.956 4 12 26 43 
42 5360.344 7027.075 4 15 25 49 
43 5402.747 7065.214 5 16 21 44 
44 5411.763 7073.332 4 15 24 42 
45 5422.399 7082.661 4 15 27 47 
46 5483.474 7136.279 5 8 29 44 
47 5495.624 7146.943 3 16 27 55 
48 5508.64 7158.407 5 11 23 57 
49 5531.539 7178.578 5 13 24 59 
50 5553.309 7197.759 5 15 29 54 
51 5577.731 7220.665 4 13 21 55 
52 5609.83 7247.496 5 18 20 55 
53 5637.254 7272.037 3 13 22 56 
54 5652.539 7284.257 5 18 23 45 
55 5637.254 7272.037 3 10 23 57 
56 5609.83 7247.496 3 19 23 59 
57 5577.731 7220.665 3 12 24 42 
58 5553.309 7197.759 5 17 23 51 
59 5553.309 7197.759 3 13 22 41 
