T X Y S0 S1 S2 S3 
10 11668.623 5516.047 4 11 24 43 
11 11496.559 5706.968 4 18 20 59 
12 11484.713 5720.645 4 12 21 46 
13 11404.888 5808.856 5 15 26 57 
14 11399.694 5814.605 4 15 22 55 
15 11371.706 5845.406 4 10 29 58 
16 11345.482 5873.561 3 8 28 56 
17 11339.596 5879.877 3 17 26 46 
18 11280.723 5945.982 3 8 28 59 
19 11271.792 5956.123 4 15 29 40 
20 11224.658 6010.086 5 17 25 41 
21 11044.111 6206.456 5 15 28 57 
22 10944.893 6313.982 3 16 20 57 
23 10870.766 6394.264 4 10 24 51 
24 10826.993 6441.633 4 10 24 49 
25 10826.993 6441.633 4 17 28 41 
26 10826.993 6441.633 3 8 25 53 
27 10572.518 6718.953 4 11 22 42 
28 10504.617 6792.854 4 17 24 58 
29 10499.363 6798.569 5 13 26 48 
30 10489.013 6809.911 4 10 28 53 
31 10455.672 6847.117 3 8 29 50 
32 10450.68 6852.688 5 13 29 52 
33 10448.812 6854.734 5 16 22 53 
34 10440.944 6863.362 5 13 25 42 
35 10435.392 6869.356 4 9 28 43 
36 10288.766 7027.742 5 10 24 47 
37 10187.638 7137.825 3 16 20 41 
38 10117.119 7216.773 3 14 22 41 
39 10046.074 7297.167 3 13 29 41 
40 10034.497 7309.843 3 17 27 42 
41 10024.937 7320.296 3 19 24 50 
42 9974.33 7377.672 5 19 29 47 
43 9943.018 7413.477 3 10 21 50 
44 9910.654 7450.394 5 14 24 52 
45 9858.383 7509.105 3 16 26 59 
46 9839.527 7530.12 5 18 29 59 
47 9806.639 7566.815 5 12 25 44 
48 9745.515 7631.864 5 18 28 43 
49 9743.533 7633.976 4 18 25 54 
50 9742.007 7635.611 4 18 23 50 
51 9738.57 7639.236 3 15 23 52 
52 9733.386 7645.229 4 12 26 48 
53 9731.949 7646.119 4 10 26 49 
54 9721.487 7656.994 4 14 24 45 
55 9716.157 7661.864 3 8 26 57 
56 9709.344 7668.091 4 11 20 41 
57 9704.215 7672.784 5 19 21 47 
58 9661.619 7713.158 3 19 20 45 
59 9661.619 7713.158 3 18 25 45 
