T X Y S0 S1 S2 S3 
0 9670.254 7692.232 3 10 24 40 
1 9670.254 7692.232 4 17 27 53 
2 9670.254 7692.232 5 17 20 56 
3 9670.254 7692.232 5 16 29 45 
4 9670.254 7692.232 3 11 23 40 
5 9670.254 7692.232 3 18 23 42 
6 9670.254 7692.232 3 13 22 50 
7 9670.254 7692.232 3 12 21 50 
8 9670.254 7692.232 3 8 28 51 
9 9670.254 7692.232 5 17 25 44 
10 9670.254 7692.232 4 10 21 47 
11 9670.254 7692.232 3 15 20 47 
12 9670.254 7692.232 3 15 25 52 
13 9670.254 7692.232 4 9 21 59 
14 9670.254 7692.232 4 15 21 50 
15 9670.254 7692.232 3 19 20 40 
16 9670.254 7692.232 4 12 23 43 
17 9670.254 7692.232 4 17 29 45 
18 9670.254 7692.232 5 9 22 56 
19 9670.254 7692.232 5 15 29 48 
20 9670.254 7692.232 3 9 20 57 
21 9670.254 7692.232 3 14 23 57 
22 9670.254 7692.232 5 12 22 57 
23 9670.254 7692.232 5 14 23 56 
24 9670.254 7692.232 4 19 25 59 
25 9670.254 7692.232 5 12 28 56 
26 9670.254 7692.232 3 13 29 53 
27 9670.254 7692.232 4 13 21 41 
28 9670.254 7692.232 5 15 28 59 
29 9670.254 7692.232 4 15 25 52 
30 9670.254 7692.232 5 14 25 45 
31 9670.254 7692.232 4 14 29 59 
32 9670.254 7692.232 3 13 24 43 
33 9670.254 7692.232 4 19 29 43 
34 9670.254 7692.232 4 14 26 40 
35 9670.254 7692.232 5 19 28 48 
36 9670.254 7692.232 5 15 22 56 
37 9670.254 7692.232 3 8 24 57 
38 9670.254 7692.232 3 11 21 59 
39 9670.254 7692.232 5 13 21 53 
40 9670.254 7692.232 3 18 20 45 
41 9670.254 7692.232 4 9 22 40 
42 9670.254 7692.232 4 15 24 57 
43 9670.254 7692.232 3 19 23 56 
44 9670.254 7692.232 4 16 28 57 
45 9670.254 7692.232 4 17 23 51 
46 9670.254 7692.232 3 9 24 55 
47 9670.254 7692.232 4 12 26 57 
48 9670.254 7692.232 4 15 24 52 
49 9670.254 7692.232 4 16 21 52 
50 9670.254 7692.232 3 12 21 54 
51 9670.254 7692.232 4 10 21 55 
52 9670.254 7692.232 4 13 29 45 
53 9670.254 7692.232 3 12 23 49 
54 9670.254 7692.232 3 13 27 41 
55 9670.254 7692.232 5 10 20 48 
56 9670.254 7692.232 3 12 28 49 
57 9670.254 7692.232 4 8 22 53 
58 9670.254 7692.232 3 18 25 41 
59 9670.254 7692.232 3 18 27 48 
