T X Y S0 S1 S2 S3 
0 11395.947 5800.728 4 16 23 42 
1 11395.947 5800.728 4 14 23 46 
2 11395.947 5800.728 4 16 26 48 
3 11395.947 5800.728 3 11 21 51 
4 11395.947 5800.728 5 17 23 48 
5 11395.947 5800.728 3 19 20 43 
6 11395.947 5800.728 3 8 28 50 
7 11395.947 5800.728 5 12 29 56 
8 11395.947 5800.728 3 10 28 57 
9 11395.947 5800.728 5 8 24 59 
10 11395.947 5800.728 3 19 26 52 
11 11395.947 5800.728 4 11 24 49 
12 11395.947 5800.728 5 18 27 43 
13 11395.947 5800.728 4 8 20 41 
14 11395.947 5800.728 4 15 22 52 
15 11395.947 5800.728 4 10 25 47 
16 11395.947 5800.728 3 16 22 51 
17 11395.947 5800.728 5 16 26 56 
18 11395.947 5800.728 5 17 28 46 
19 11395.947 5800.728 3 16 27 57 
20 11395.947 5800.728 3 16 24 40 
21 11395.947 5800.728 5 18 20 46 
22 11395.947 5800.728 3 11 28 56 
23 11395.947 5800.728 4 15 21 42 
24 11395.947 5800.728 3 8 23 42 
25 11395.947 5800.728 4 12 29 41 
26 11395.947 5800.728 5 9 20 50 
27 11395.947 5800.728 4 17 29 43 
28 11395.947 5800.728 4 8 23 47 
29 11395.947 5800.728 5 9 22 58 
30 11395.947 5800.728 3 14 22 47 
31 11395.947 5800.728 5 13 25 43 
32 11395.947 5800.728 4 11 20 50 
33 11395.947 5800.728 4 8 24 54 
34 11395.947 5800.728 3 16 22 41 
35 11395.947 5800.728 3 19 26 53 
36 11395.947 5800.728 5 11 26 45 
37 11395.947 5800.728 4 16 26 45 
38 11395.947 5800.728 4 11 20 58 
39 11395.947 5800.728 3 16 21 43 
40 11395.947 5800.728 3 14 22 59 
41 11395.947 5800.728 4 8 28 44 
42 11395.947 5800.728 5 17 23 40 
43 11395.947 5800.728 5 8 20 42 
44 11395.947 5800.728 3 8 23 53 
45 11395.947 5800.728 5 16 21 58 
46 11395.947 5800.728 3 10 21 46 
47 11395.947 5800.728 3 18 29 59 
48 11395.947 5800.728 5 8 20 50 
49 11395.947 5800.728 5 13 28 58 
50 11395.947 5800.728 3 18 20 52 
51 11395.947 5800.728 5 9 24 40 
52 11395.947 5800.728 4 8 26 58 
53 11395.947 5800.728 3 12 20 54 
54 11395.947 5800.728 3 16 20 41 
55 11395.947 5800.728 5 16 23 41 
56 11395.947 5800.728 3 17 20 50 
57 11395.947 5800.728 5 14 24 43 
58 11395.947 5800.728 4 8 20 54 
59 11395.947 5800.728 4 19 24 43 
