ID	s	d	ts	te	LLC	size	parent
----------------------------------------------------
187	0	9	19	19	0	500		-1
110	0	9	22	22	0	500		-1
74	0	8	25	25	0	500		-1
109	0	9	31	31	0	500		-1
14	0	9	36	36	0	500		-1
245	0	9	49	49	0	500		-1
3	0	8	50	50	0	500		-1
87	0	8	60	60	0	500		-1
20	0	8	35	104	69	1		0
267	4	11	42	106	64	1		0
274	5	10	8	107	99	50		0
97	5	10	42	107	65	1		0
52	5	10	27	109	82	100		0
103	0	9	48	108	60	50		0
227	5	10	17	107	90	25		0
117	5	10	37	107	70	1		0
11	5	11	40	110	70	100		0
287	0	8	36	110	74	100		0
85	0	9	56	110	54	100		0
36	0	8	20	109	89	50		0
295	5	10	31	108	77	1		0
130	5	11	56	108	52	25		0
235	4	9	34	108	74	1		0
297	5	11	41	108	67	1		0
0	5	10	17	111	94	100		0
293	0	8	50	111	61	100		0
163	0	9	26	111	85	100		0
184	0	8	32	111	79	100		0
35	0	8	57	111	54	100		0
25	0	8	42	111	69	100		0
28	0	9	15	109	94	1		0
47	0	9	20	110	90	50		0
197	0	8	46	110	64	50		0
202	4	8	12	109	97	1		0
273	5	11	54	109	55	25		0
128	4	10	4	109	105	10		0
138	4	8	23	109	86	10		0
49	4	9	15	109	94	1		0
142	0	8	0	109	109	1		0
285	0	9	31	110	79	25		0
198	0	9	36	111	75	50		0
175	5	10	57	112	55	100		0
38	5	10	11	112	101	100		0
158	5	11	21	112	91	100		0
22	5	10	20	110	90	1		0
70	5	10	42	112	70	100		0
268	0	8	40	112	72	100		0
253	5	10	51	112	61	100		0
269	5	10	56	111	55	50		0
84	0	9	11	110	99	1		0
51	5	10	35	111	76	50		0
246	0	9	51	111	60	50		0
272	0	9	39	111	72	50		0
123	4	10	26	110	84	10		0
215	4	8	0	110	110	10		0
242	4	10	2	110	108	10		0
76	4	9	49	110	61	10		0
193	4	11	13	110	97	10		0
82	0	8	59	110	51	1		0
255	4	8	2	110	108	1		0
48	4	11	40	110	70	10		0
206	5	11	52	110	58	10		0
144	4	11	19	110	91	10		0
248	0	8	8	110	102	25		0
167	4	10	11	110	99	1		0
92	0	9	19	110	91	25		0
29	5	11	23	110	87	1		0
296	0	9	39	111	72	25		0
141	5	10	13	111	98	25		0
140	5	10	45	113	68	100		0
201	0	8	32	111	79	10		0
172	0	8	55	113	58	100		0
66	5	11	25	113	88	100		0
147	0	8	59	111	52	25		0
55	4	9	21	111	90	1		0
216	5	11	6	113	107	100		0
105	5	10	43	113	70	100		0
65	0	9	49	113	64	100		0
164	4	9	36	111	75	1		0
212	0	8	44	112	68	50		0
107	0	9	35	111	76	25		0
159	0	8	46	111	65	25		0
64	5	11	13	111	98	1		0
265	4	9	41	111	70	10		0
119	0	9	19	111	92	1		0
71	5	11	9	112	103	50		0
32	0	8	11	112	101	50		0
240	5	11	0	112	112	50		0
1	4	8	16	111	95	1		0
19	5	11	58	111	53	1		0
176	0	8	21	111	90	1		0
101	5	11	14	111	97	10		0
44	0	9	7	111	104	25		0
186	4	11	18	111	93	10		0
251	4	8	6	111	105	10		0
254	0	8	44	111	67	1		0
188	4	9	28	111	83	10		0
91	5	10	34	111	77	10		0
75	4	10	12	111	99	10		0
236	4	11	26	111	85	1		0
